companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
Addison Building Materials,https://www.thomasnet.com/company/addison-building-materials-1264232/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Arlington Heights, IL 60005",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F01264232%2F189368.jpg&w=256&q=75,"Distributor* , Custom Manufacturer, Service Company",$1 - 4.9 Mil Revenue,1947.0,"Distributor of doors. Types of doors include fire rated hollow metal, birch, oak, luan, 6-panel colonial, louver panel, unfinished prehung, full louver bi-fold 2-doors and pine 4-door bi-fold doors and vented cast iron and galvanized steel cleanout doors . JIT delivery available.",Yes
"Beacon Industries, Inc. / World Class Products",https://www.thomasnet.com/company/beacon-industries-inc-world-class-products-1291566/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Saint Louis, MO 63128",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F01291566%2F171511.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer, Custom Manufacturer - Instant Quote",$1 - 4.9 Mil Revenue,1949.0,"Manufacturer of wire mesh and security partition doors made from steel material. Available in 34 to 144 in. width and 58 to 94 in. height. Offered with cylinder snap, padlocks, and powder coat finish. Serves aerospace, automotive, construction, oil, paper, transportation, pharmaceutical, food, and other industries.",No
RMI - Airdyne Refrigeration,https://www.thomasnet.com/company/rmi-airdyne-refrigeration-30724097/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Cerritos, CA 90703",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30724097%2F231868.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer",$10 - 24.9 Mil Revenue,1945.0,"Manufacturer of standard and custom power sliding walk-in freezers and cooler doors. Available in 8 in. height and 4 in. thickness. Suitable for fruits, vegetables, bakery, and poultry applications. UL listed.",Yes
"Laminate Engineering, LLC",https://www.thomasnet.com/company/laminate-engineering-llc-30982438/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Layton, UT 84041",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30982438%2F379673.png&w=256&q=75,"Custom Manufacturer* , Finishing Service Company, Service Company",$1 - 4.9 Mil Revenue,2018.0,"Custom manufacturer of doors made from fiberglass reinforced plastics (FRP), carbon fiber, and composite materials. Prototypes and short to high volume production runs are available. Serves communications, consumer products, power sports, automotive, construction, and medical industries.",Yes
Woodland Home Marketplace,https://www.thomasnet.com/company/woodland-home-marketplace-30984479/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Eaton, CO 80615",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30984479%2F377993.png&w=256&q=75,Custom Manufacturer*,$1 Mil Revenue,2020.0,"Custom manufacturer of doors for living rooms, bedrooms, offices, and commercial spaces. Made from reclaimed barn wood material. Sliding and rolling doors are available. Design, installation, and consulting services are provided as secondary services.",No
Steel Guard Safety Corp.,https://www.thomasnet.com/company/steel-guard-safety-corp-116012/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"South Holland, IL 60473",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00116012%2F184013.gif&w=256&q=75,"Manufacturer* , Custom Manufacturer",$1 - 4.9 Mil Revenue,2005.0,"Custom manufacturer of insulated ABS impact doors for security applications. Types include single and bi-parting doors featuring shock absorption and crane-way, plastic and strip vinyl. Specifications of doors include 3 ft. W x 7 ft. H to 10 ft. W x 10 ft. H size and 1 3/4 in. thickness. Doors are available with stainless steel mount hardware, optional bumpers, rotational molded windows, top cam shields, V-cam hinges and 36 in. panels. Doors are suitable for restaurants, food processing plants and poultry, pharmaceutical and medical industries. NSF certified.",Yes
"R.P. Crawford Co., Inc.",https://www.thomasnet.com/company/r-p-crawford-co-inc-162906/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"McMurray, PA 15317",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00162906%2F268098.png&w=256&q=75,"Distributor* , Custom Manufacturer, Manufacturers' Rep, Service Company",$1 Mil Revenue,1962.0,"Distributor of doors. Types include swinging, wire, mesh, vinyl and strip doors. Suitable for loading docks, interior plant passages, freezers and personnel applications.",Yes
"Alpine Overhead Doors, Inc.",https://www.thomasnet.com/company/alpine-overhead-doors-inc-428429/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00428429%2F342162.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer",$1 - 4.9 Mil Revenue,1972.0,"Manufacturer of standard and custom rolling doors including overhead, coiling, thermal barrier, sound resistant, box or torsion spring and mall. Counter, fire, storm, dock, security and double doors are available. Insulated and non-insulated rolling doors are offered. Made from galvanized steel, stainless steel and aluminum materials. Suitable for storefronts, loading docks, warehouses, shipping or receiving platforms, parking garages, hangers and police stations. Serves satellite, nuclear power plant, military aircraft and maritime industries. UL listed. Made in the USA.",Yes
DGLifestyles.com,https://www.thomasnet.com/company/dglifestyles-com-30964579/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Miami, FL 33136",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30964579%2F327912.jpg&w=256&q=75,Distributor*,,,"Wholesale distributor of architectural and decorative hurricane and impact resistant doors. Types include interior, entry, and exterior solid wood doors. Available in 32 to 48 in. width. Features include swing, pocket, and wall hung style door frames, stainless steel decorative handles, high impact barriers, water resistance, one-touch retractable screens, and aluminum casings with thermal insulations. Custom modifications available. Design, consulting, and logistics services are also provided.",Yes
Aeroplastics Inc.,https://www.thomasnet.com/company/aeroplastics-inc-10102751/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"Concord, ON L4K2Y8",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F10102751%2F392778.png&w=256&q=75,"Custom Manufacturer* , Manufacturer",$1 - 4.9 Mil Revenue,1986.0,"Manufacturer of standard and custom tambour doors for the office furniture, refrigeration manufacturing, construction, and store and light fixture industries. Made from flexible, rigid, and semi-rigid plastics such as polyvinyl chloride (PVC), polypropylene, polyethylene (PE), acrylonitrile butadiene styrene (ABS), and Santoprene®.",Yes
Wesco Industrial Products,https://www.thomasnet.com/company/wesco-industrial-products-133449/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=2,"North Wales, PA 19454",/_sda/_next/image?url=https%3A%2F%2Fd27w0ioz006ti0.cloudfront.net%2Fcompany%2F9487204a-cc33-4dd5-a7a8-dc94e6128e60%2Flogos%2F276505%2FWesco%20Logo%20(With%20Industrial)%201.png&w=256&q=75,"Manufacturer* , Custom Manufacturer, Distributor",$10 - 24.9 Mil Revenue,1948.0,"Manufacturer of easy mount strip doors for dock/shipping applications. Types of doors include heavy-duty & walk through doors in smooth concave/convex & ribbed styles. Features include molded plastic & flexible vinyl construction, two-way visibility & energy conserving. Easy mount strip doors reduce noise, dirt, dust & odors. Functional from -20 degrees to 150 degrees F as effective thermal barrier. Custom sizes available.",No
Phoenix-E,https://www.thomasnet.com/company/phoenix-e-309071/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Camarillo, CA 93010",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00309071%2F34398.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer, Turnkey Systems Integrator, Service Company",$5 - 9.9 Mil Revenue,1975.0,"Manufacturer of single and double leaf acoustical doors. Made from prime painted steel, stainless steel, and wood materials. Serves power, petrochemical, manufacturing, and water treatment industries. Made in the USA. UL listed.",No
U.S. Tsubaki Inc.,https://www.thomasnet.com/company/u-s-tsubaki-inc-460749/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00460749%2F185814.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer, Distributor, Turnkey Systems Integrator",$250 Mil. and over Revenue,1972.0,"ISO 9001:2015 certified manufacturer and distributor of standard and large one-touch inspection doors. The framework is made of mild steel and 304 or 316L grade stainless steel and the handles are chrome-plated. Provided in regular and high-neck styles. Specifications include 10 gauge and 0.250 in. frame thicknesses, 10 or 13 gauge cover thicknesses and can withstand temperatures of -95 to 550 degrees F. Features include dust and water resistance, lockable doors and a protective screen. Custom sizes and configurations are available upon request. Serves the power generation, fertilizer, cement plant and mining industries.",No
"Extrutech Plastics, Inc.",https://www.thomasnet.com/company/extrutech-plastics-inc-1133954/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Manitowoc, WI 54220",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F01133954%2F163296.jpg&w=256&q=75,"Custom Manufacturer* , Distributor, Manufacturer",$10 - 24.9 Mil Revenue,1992.0,"Manufacturer of standard & custom engineered & prefabricated industrial doors. Industrial doors are fabricated from plastic materials & available in single door & double door & in right hand or left hand swing types. Standard door sizes range from 34 in. x 82 in. up to 38 in. x 86 in. Doors are moisture proof & feature impact, mildew, rust, rot & warp resistance. Applications include use as interior passage doors in car washes, clean rooms, food processing & agricultural facilities. Doors require no painting. Made in the USA.",No
"Ray Murray, Inc.",https://www.thomasnet.com/company/ray-murray-inc-1170839/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F01170839%2F265719.png&w=256&q=75,Distributor*,$50 - 99.9 Mil Revenue,1973.0,"Distributor of built-in accessories including doors. Access doors are available. Technical services, warehousing, shipping and installation are available.",No
Goldberg Brothers,https://www.thomasnet.com/company/goldberg-brothers-10016536/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Littleton, CO 80127",,"Custom Manufacturer* , Distributor, Finishing Service Company, Manufacturer",$5 - 9.9 Mil Revenue,1897.0,"Manufacturer of insulated doors made from aluminum and steel materials. Available in 19, 25 and 31 in. height with nailing fins. Offered with back panel and shelf. Suitable for package securing applications. Made in the USA.",No
"Koshii Maxelum America, Inc.",https://www.thomasnet.com/company/koshii-maxelum-america-inc-10069636/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Poughkeepsie, NY 12602",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F10069636%2F36072.JPG&w=256&q=75,"Custom Manufacturer* , Manufacturer",$10 - 24.9 Mil Revenue,,Custom manufacturer of doors including double acting & swinging doors for cab partition applications. Doors feature laminated composite interior lining of decorative melamine aluminum & various core materials.,No
Fab Glass And Mirror LLC,https://www.thomasnet.com/company/fab-glass-and-mirror-llc-30770380/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Westerville, OH 43082",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30770380%2F344810.png&w=256&q=75,"Custom Manufacturer* , Distributor, Manufacturer",$1 - 4.9 Mil Revenue,2012.0,"Manufacturer of glass shower doors made from low iron, rain, frosted, bronze and gray glass. Available in 1/4, 3/8 and 1/2 in. thickness. Types include shower, steam, sliding and swing doors. Comes with chrome, brushed nickel, brass, oil rubbed bronze, matte black, brushed and polished stainless hardware finishes. 10 year warranty. Made in the USA.",Yes
Amino North America Corporation,https://www.thomasnet.com/company/amino-north-america-corporation-30798503/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"St Thomas, ON N5P4M1",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30798503%2F262846.jpg&w=256&q=75,Custom Manufacturer*,,2005.0,"Custom manufacturer of front and rear automotive doors made from aluminum, mild steel, and titanium with thickness ranging from 0.1 to 4 mm. Capabilities include sheet hydroforming, press and dieless NC forming, laser cutting, simulation, and assembly. Prototype and low volume production offered.",No
"Soundproof Windows, Inc.",https://www.thomasnet.com/company/soundproof-windows-inc-30825786/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Reno, NV 89502",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30825786%2F339071.jpg&w=256&q=75,"Manufacturer* , Custom Manufacturer",$5 - 9.9 Mil Revenue,1998.0,"Manufacturer of soundproof sliding glass and steel doors. Available in 65 STC rating. Custom acoustical steel doors are also offered. Suitable for hotels, patios, recording studios, apartments, security, construction, marketing, commercial, and real estate applications.",Yes
United States Tsubaki Materials (USTM),https://www.thomasnet.com/company/united-states-tsubaki-materials-ustm-30993767/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=3,"Wheeling, IL 60090",,Manufacturer*,,,"Manufacturer of inspection doors for conveyor enclosures and material processing equipment applications. Made from mild steel and stainless steel materials. Available with hinges, self-locking handles, and gaskets. Serves minerals, cement, grain, mining, fertilizing, power generation, and manufacturing industries.",No
